timestamp,score,is_anomaly,alpha_bidirectional,alpha_reconstruction
2023-09-06 20:00:00+00:00,1.035738627905745,0,0.0,0.06290727853775024
2023-09-06 20:20:00+00:00,1.0357406292849654,0,0.0,0.07677668333053589
2023-09-06 20:40:00+00:00,1.0357444466726045,0,0.0,0.08936500549316406
2023-09-06 21:00:00+00:00,1.035747532336489,0,0.0,0.0843009352684021
2023-09-06 21:20:00+00:00,1.035749886428073,0,0.0,0.07923662662506104
2023-09-06 21:40:00+00:00,1.035751401620003,0,0.0,0.07342725992202759
2023-09-06 22:00:00+00:00,1.0357520781339609,0,0.0,0.06761795282363892
2023-09-06 22:20:00+00:00,1.0357524135819156,0,0.0,0.06525558233261108
2023-09-06 22:40:00+00:00,1.0357524103641815,0,0.0,0.06290924549102783
2023-09-06 23:00:00+00:00,1.0357519835453626,0,0.0,0.059973716735839844
2023-09-06 23:20:00+00:00,1.0357511323643473,0,0.0,0.05703216791152954
2023-09-06 23:40:00+00:00,1.0357496422294177,0,0.0,0.05260276794433594
2023-09-07 00:00:00+00:00,1.0357475133200704,0,0.0,0.048173487186431885
2023-09-07 00:20:00+00:00,1.0357448697311396,0,0.0,0.044603049755096436
2023-09-07 00:40:00+00:00,1.035741711619157,0,0.0,0.04103279113769531
2023-09-07 01:00:00+00:00,1.0357381465763786,0,0.0,0.03820723295211792
2023-09-07 01:20:00+00:00,1.0357341747061652,0,0.0,0.03538167476654053
2023-09-07 01:40:00+00:00,1.035729883765191,0,0.0,0.03316354751586914
2023-09-07 02:00:00+00:00,1.0357252738258986,0,0.0,0.03094536066055298
2023-09-07 02:20:00+00:00,1.0357204143540157,0,0.0,0.029208004474639893
2023-09-07 02:40:00+00:00,1.0357153054215245,0,0.0,0.027470707893371582
2023-09-07 03:00:00+00:00,1.0357100012010179,0,0.0,0.026108384132385254
2023-09-07 03:20:00+00:00,1.0357045017420992,0,0.0,0.024746060371398926
2023-09-07 03:40:00+00:00,1.0356988490158954,0,0.0,0.02367424964904785
2023-09-07 04:00:00+00:00,1.0356930430613367,0,0.0,0.022602438926696777
2023-09-07 04:20:00+00:00,1.0356871163261139,0,0.0,0.021755218505859375
2023-09-07 04:40:00+00:00,1.0356810688409055,0,0.0,0.020907998085021973
2023-09-07 05:00:00+00:00,1.0356749256740498,0,0.0,0.020234286785125732
2023-09-07 05:20:00+00:00,1.0356686868240468,0,0.0,0.019560396671295166
2023-09-07 05:40:00+00:00,1.0356623716933742,0,0.0,0.019020795822143555
2023-09-07 06:00:00+00:00,1.0356559802756045,0,0.0,0.018481016159057617
2023-09-07 06:20:00+00:00,1.035649527530145,0,0.0,0.018044769763946533
2023-09-07 06:40:00+00:00,1.0356430134467698,0,0.0,0.017608344554901123
2023-09-07 07:00:00+00:00,1.0356364494976624,0,0.0,0.017251312732696533
2023-09-07 07:20:00+00:00,1.03562983570409,0,0.0,0.01689434051513672
2023-09-07 07:40:00+00:00,1.0356231808087828,0,0.0,0.016597867012023926
2023-09-07 08:00:00+00:00,1.0356164848221805,0,0.0,0.016301393508911133
2023-09-07 08:20:00+00:00,1.0356097542485159,0,0.0,0.01604992151260376
2023-09-07 08:40:00+00:00,1.0356029891051752,0,0.0,0.015798509120941162
2023-09-07 09:00:00+00:00,1.0355961940627105,0,0.0,0.015579402446746826
2023-09-07 09:20:00+00:00,1.0355893691287161,0,0.0,0.01536029577255249
2023-09-07 09:40:00+00:00,1.0355825774253176,0,0.0,0.01557856798171997
2023-09-07 10:00:00+00:00,1.0355758198815892,0,0.0,0.01580333709716797
2023-09-07 10:20:00+00:00,1.035569101864513,0,0.0,0.016065359115600586
2023-09-07 10:40:00+00:00,1.0355624236736873,0,0.0,0.016329526901245117
2023-09-07 11:00:00+00:00,1.035555791508957,0,0.0,0.01663672924041748
2023-09-07 11:20:00+00:00,1.035549204790962,0,0.0,0.016939997673034668
2023-09-07 11:40:00+00:00,1.0355426710426818,0,0.0,0.017295479774475098
2023-09-07 12:00:00+00:00,1.0355361387131474,0,0.0,0.017293810844421387
2023-09-07 12:20:00+00:00,1.0355296073117386,0,0.0,0.01728874444961548
2023-09-07 12:40:00+00:00,1.03552307643397,0,0.0,0.017280876636505127
2023-09-07 13:00:00+00:00,1.0355165457786717,0,0.0,0.017270922660827637
2023-09-07 13:20:00+00:00,1.035510015199569,0,0.0,0.017259955406188965
2023-09-07 13:40:00+00:00,1.035503484688042,0,0.0,0.017248928546905518
2023-09-07 14:00:00+00:00,1.035496954390291,0,0.0,0.017238914966583252
2023-09-07 14:20:00+00:00,1.0354904246159,0,0.0,0.0172310471534729
2023-09-07 14:40:00+00:00,1.0354838957861874,0,0.0,0.017226099967956543
2023-09-07 15:00:00+00:00,1.0354773683653704,0,0.0,0.017224371433258057
2023-09-07 15:20:00+00:00,1.0354708428777553,0,0.0,0.01722627878189087
2023-09-07 15:40:00+00:00,1.0354643198217122,0,0.0,0.017231643199920654
2023-09-07 16:00:00+00:00,1.035457799600873,0,0.0,0.017239809036254883
2023-09-07 16:20:00+00:00,1.0354512825241555,0,0.0,0.017250120639801025
2023-09-07 16:40:00+00:00,1.0354447687369792,0,0.0,0.01726144552230835
2023-09-07 17:00:00+00:00,1.0354382582213062,0,0.0,0.017272651195526123
2023-09-07 17:20:00+00:00,1.0354317508300876,0,0.0,0.017282843589782715
2023-09-07 17:40:00+00:00,1.035425246244291,0,0.0,0.017290830612182617
2023-09-07 18:00:00+00:00,1.035418744041752,0,0.0,0.017295897006988525
2023-09-07 18:20:00+00:00,1.0354122437230042,0,0.0,0.01729750633239746
2023-09-07 18:40:00+00:00,1.035405744771506,0,0.0,0.017295539379119873
2023-09-07 19:00:00+00:00,1.0353992467052509,0,0.0,0.017290234565734863
2023-09-07 19:20:00+00:00,1.0353927490767594,0,0.0,0.017281830310821533
2023-09-07 19:40:00+00:00,1.0353862516020853,0,0.0,0.017271459102630615
2023-09-07 20:00:00+00:00,1.0353797541091687,0,0.0,0.01725989580154419
2023-09-07 20:20:00+00:00,1.0353732566238174,0,0.0,0.01724851131439209
2023-09-07 20:40:00+00:00,1.0353667593094493,0,0.0,0.017238259315490723
2023-09-07 21:00:00+00:00,1.0353602624842602,0,0.0,0.017230212688446045
2023-09-07 21:20:00+00:00,1.0353537665695773,0,0.0,0.01722508668899536
2023-09-07 21:40:00+00:00,1.0353472720812327,0,0.0,0.0172235369682312
2023-09-07 22:00:00+00:00,1.035340779526326,0,0.0,0.01722550392150879
2023-09-07 22:20:00+00:00,1.0353342893946267,0,0.0,0.017230868339538574
2023-09-07 22:40:00+00:00,1.0353278021413748,0,0.0,0.017239391803741455
2023-09-07 23:00:00+00:00,1.035321318058275,0,0.0,0.0172499418258667
2023-09-07 23:20:00+00:00,1.0353148373079422,0,0.0,0.017261624336242676
2023-09-07 23:40:00+00:00,1.0353083598723276,0,0.0,0.0172731876373291
2023-09-08 00:00:00+00:00,1.0353018855699674,0,0.0,0.017283499240875244
2023-09-08 00:20:00+00:00,1.0352954140990285,0,0.0,0.017291724681854248
2023-09-08 00:40:00+00:00,1.0352889450201384,0,0.0,0.017296910285949707
2023-09-08 01:00:00+00:00,1.035282477825227,0,0.0,0.017298579216003418
2023-09-08 01:20:00+00:00,1.0352760119719495,0,0.0,0.01729649305343628
2023-09-08 01:40:00+00:00,1.035269546969705,0,0.0,0.017291009426116943
2023-09-08 02:00:00+00:00,1.035263082388225,0,0.0,0.017282545566558838
2023-09-08 02:20:00+00:00,1.0352566179091631,0,0.0,0.017271876335144043
2023-09-08 02:40:00+00:00,1.0352501533862757,0,0.0,0.017260193824768066
2023-09-08 03:00:00+00:00,1.0352436888453769,0,0.0,0.017248690128326416
2023-09-08 03:20:00+00:00,1.0352372244326893,0,0.0,0.017238199710845947
2023-09-08 03:40:00+00:00,1.0352307604750204,0,0.0,0.017229974269866943
2023-09-08 04:00:00+00:00,1.0352242974109083,0,0.0,0.017224788665771484
2023-09-08 04:20:00+00:00,1.0352178357475883,0,0.0,0.017223119735717773
2023-09-08 04:40:00+00:00,1.0352113760093689,0,0.0,0.01722508668899536
2023-09-08 05:00:00+00:00,1.0352049187376273,0,0.0,0.0172308087348938
2023-09-08 05:20:00+00:00,1.0351984643187848,0,0.0,0.01723921298980713
2023-09-08 05:40:00+00:00,1.0351920130703556,0,0.0,0.01724982261657715
2023-09-08 06:00:00+00:00,1.0351855651721564,0,0.0,0.01726168394088745
2023-09-08 06:20:00+00:00,1.0351791205975331,0,0.0,0.017273366451263428
2023-09-08 06:40:00+00:00,1.0351726791822216,0,0.0,0.017283916473388672
