station,lat,datetime_utc,pm25 in µg/m^3,lon,city,province,population,area_in_sq.km,density_persons/sqkm
3S Center Bagbaguin,14.71405,2025-06-22 13:36:53+00:00,35.14,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 13:53:53+00:00,38.04,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 14:10:52+00:00,38.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 14:27:54+00:00,48.56,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 14:44:56+00:00,35.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 15:02:01+00:00,29.57,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 16:10:01+00:00,34.56,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 16:27:00+00:00,31.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 16:44:00+00:00,27.51,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 17:00:59+00:00,29.82,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 17:18:01+00:00,35.43,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 17:35:00+00:00,43.77,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 17:51:59+00:00,36.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 18:08:58+00:00,28.85,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 18:25:57+00:00,25.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 18:42:57+00:00,29.57,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 18:59:59+00:00,43.62,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 20:08:02+00:00,21.71,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 20:25:01+00:00,19.99,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 20:42:00+00:00,19.7,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 20:58:59+00:00,20.14,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 21:15:58+00:00,27.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 21:33:00+00:00,24.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 21:50:03+00:00,27.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 22:07:02+00:00,21.83,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 22:24:01+00:00,19.98,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 22:41:00+00:00,27.27,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-22 22:58:02+00:00,29.69,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 00:06:01+00:00,29.11,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 00:23:02+00:00,31.44,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 00:40:01+00:00,20.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 00:57:03+00:00,19.92,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 01:14:02+00:00,20.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 01:31:07+00:00,27.05,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 01:48:08+00:00,23.98,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 02:05:07+00:00,28.88,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 02:22:05+00:00,42.06,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 02:39:04+00:00,31.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 02:56:04+00:00,32.78,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 03:13:03+00:00,39.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 03:30:01+00:00,46.25,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 03:47:03+00:00,41.1,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 04:04:02+00:00,32.95,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 04:21:01+00:00,33.14,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 04:37:59+00:00,33.1,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 04:54:58+00:00,29.81,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 05:12:00+00:00,27.73,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 05:28:58+00:00,24.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 05:45:57+00:00,29.19,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 06:02:56+00:00,19.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 06:19:55+00:00,21.2,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 06:36:57+00:00,6.65,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 06:53:59+00:00,2.76,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 07:10:59+00:00,12.41,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 07:28:01+00:00,12.71,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 07:45:04+00:00,13.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 08:02:06+00:00,19.45,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 08:19:05+00:00,14.68,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 08:36:04+00:00,21.51,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 08:53:03+00:00,30.69,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 10:04:59+00:00,25.69,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 10:21:59+00:00,29.54,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 10:39:01+00:00,36.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 10:56:00+00:00,21.75,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 11:13:02+00:00,24.27,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 11:30:02+00:00,24.32,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 11:47:01+00:00,22.7,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 12:55:00+00:00,37.38,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 13:12:02+00:00,38.34,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 13:29:03+00:00,40.33,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 13:46:02+00:00,35.44,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 16:02:08+00:00,23.91,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 16:19:07+00:00,25.25,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 16:36:06+00:00,28.35,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 16:53:08+00:00,23.14,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 21:08:02+00:00,19.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 21:25:01+00:00,22.1,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 21:42:00+00:00,25.48,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 21:59:02+00:00,26.73,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 23:07:01+00:00,25.87,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 23:24:00+00:00,23.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 23:40:59+00:00,23.97,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-23 23:57:58+00:00,24.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 01:05:52+00:00,11.85,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 01:22:50+00:00,13.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 01:39:52+00:00,11.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 01:56:51+00:00,19.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 02:13:49+00:00,18.63,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 02:30:47+00:00,12.63,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 02:47:46+00:00,10.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 03:55:47+00:00,7.91,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 04:12:49+00:00,11.56,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 04:29:47+00:00,7.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 04:46:45+00:00,9.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 05:03:44+00:00,5.54,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 05:20:48+00:00,8.43,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 05:37:47+00:00,11.37,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 05:54:45+00:00,13.16,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 06:11:44+00:00,9.58,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 06:28:42+00:00,14.27,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 06:45:44+00:00,18.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 11:00:47+00:00,28.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 11:17:46+00:00,46.87,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 11:34:45+00:00,30.19,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 11:51:44+00:00,23.26,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 12:08:46+00:00,64.79,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 12:25:45+00:00,25.33,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 12:42:44+00:00,29.31,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 12:59:43+00:00,37.78,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 13:16:42+00:00,35.87,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 13:33:43+00:00,36.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 13:50:45+00:00,26.28,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 14:07:44+00:00,20.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 14:24:43+00:00,21.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 14:41:42+00:00,26.52,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 14:58:44+00:00,23.74,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 15:15:43+00:00,17.84,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 15:32:42+00:00,18.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 15:49:41+00:00,21.78,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 16:06:40+00:00,15.35,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 16:23:39+00:00,24.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 16:40:42+00:00,15.66,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 16:57:41+00:00,15.03,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 17:14:43+00:00,14.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 17:31:45+00:00,20.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 17:48:44+00:00,13.82,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 18:05:46+00:00,14.14,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 18:22:45+00:00,15.71,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 18:39:45+00:00,22.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 18:56:44+00:00,18.74,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 19:13:46+00:00,13.89,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 19:30:48+00:00,12.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 19:47:47+00:00,15.63,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 20:04:46+00:00,20.47,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 20:21:45+00:00,15.88,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 20:38:47+00:00,21.76,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 20:55:46+00:00,12.77,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 21:12:46+00:00,11.87,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 21:29:45+00:00,11.27,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 21:46:44+00:00,18.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 22:03:46+00:00,24.01,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 22:20:45+00:00,15.33,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 22:37:44+00:00,28.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 22:54:52+00:00,25.85,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 23:11:51+00:00,25.97,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 23:28:50+00:00,16.77,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-24 23:45:49+00:00,14.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 00:02:48+00:00,12.54,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 00:19:46+00:00,10.62,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 00:36:45+00:00,14.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 00:53:43+00:00,12.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 01:10:44+00:00,8.35,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 01:27:43+00:00,10.28,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 01:44:41+00:00,12.82,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 02:01:40+00:00,23.75,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 02:18:38+00:00,20.44,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 02:35:37+00:00,16.73,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 02:52:38+00:00,10.52,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 04:55:42+00:00,17.12,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 05:12:40+00:00,16.2,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 05:29:42+00:00,17.97,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 05:46:40+00:00,16.08,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 06:03:41+00:00,14.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 06:20:49+00:00,20.53,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 06:37:47+00:00,17.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 06:54:46+00:00,9.11,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 07:11:44+00:00,7.71,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 07:28:43+00:00,6.67,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 07:45:41+00:00,6.94,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 09:10:33+00:00,7.38,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 09:27:35+00:00,13.2,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 09:44:37+00:00,7.58,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 10:01:35+00:00,22.65,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 10:18:34+00:00,33.83,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 10:35:36+00:00,10.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 10:52:35+00:00,11.45,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 11:09:34+00:00,44.05,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 11:26:32+00:00,26.61,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 11:47:30+00:00,69.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 12:04:29+00:00,25.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 12:21:28+00:00,39.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 12:38:27+00:00,30.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 12:55:26+00:00,25.16,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 15:11:26+00:00,12.92,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 15:28:25+00:00,14.13,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 15:45:27+00:00,4.91,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 18:01:29+00:00,13.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 18:18:28+00:00,20.38,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 18:35:30+00:00,14.95,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 18:52:32+00:00,16.32,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 21:09:00+00:00,22.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 21:25:59+00:00,22.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 21:42:58+00:00,22.24,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 21:59:57+00:00,24.8,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 23:07:59+00:00,27.54,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 23:24:58+00:00,19.47,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
