station,lat,datetime_utc,pm25 in µg/m^3,lon,city,province,population,area_in_sq.km,density_persons/sqkm
3S Center Bagbaguin,14.71405,2025-06-25 23:41:59+00:00,24.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-25 23:58:58+00:00,19.75,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 01:06:56+00:00,25.13,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 01:23:55+00:00,24.44,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 01:40:57+00:00,23.31,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 01:57:55+00:00,27.68,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 02:14:54+00:00,25.54,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 02:31:53+00:00,56.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 02:48:52+00:00,19.1,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 03:57:00+00:00,18.84,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 04:14:02+00:00,12.24,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 04:31:00+00:00,7.18,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 04:47:59+00:00,6.33,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 07:55:01+00:00,4.09,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 08:11:59+00:00,7.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 08:28:58+00:00,5.63,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 08:45:56+00:00,7.12,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 09:57:56+00:00,4.38,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 10:14:54+00:00,9.47,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 10:31:56+00:00,8.43,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 10:48:58+00:00,5.78,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 15:03:52+00:00,14.73,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 15:20:51+00:00,2.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 15:37:50+00:00,13.76,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 15:54:52+00:00,2.83,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 16:11:51+00:00,1.78,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 16:28:53+00:00,3.88,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 16:45:52+00:00,11.33,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 17:02:51+00:00,11.74,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 17:19:54+00:00,16.49,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 17:36:53+00:00,10.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 17:53:55+00:00,1.19,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 18:10:54+00:00,6.95,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 18:27:55+00:00,7.61,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 18:44:57+00:00,5.1,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 19:01:56+00:00,10.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 22:08:59+00:00,27.39,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 22:26:01+00:00,28.09,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 22:43:00+00:00,24.29,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 22:59:59+00:00,23.07,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 23:17:02+00:00,14.94,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 23:34:04+00:00,12.18,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-26 23:51:03+00:00,6.68,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 02:06:57+00:00,8.43,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 02:23:59+00:00,11.08,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 02:40:58+00:00,11.12,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 02:57:56+00:00,12.52,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 04:56:59+00:00,9.98,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 05:14:00+00:00,14.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 05:30:59+00:00,14.19,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 05:47:57+00:00,8.77,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 06:04:55+00:00,2.58,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 06:21:54+00:00,3.24,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 06:38:53+00:00,3.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 06:55:57+00:00,5.15,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 08:03:55+00:00,1.28,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 08:20:53+00:00,5.48,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 08:37:52+00:00,1.77,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 08:54:53+00:00,1.66,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 10:02:49+00:00,5.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 10:19:48+00:00,1.56,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 10:36:47+00:00,5.74,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 10:53:46+00:00,2.94,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 11:10:45+00:00,3.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 11:27:43+00:00,5.65,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 11:44:46+00:00,4.61,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 12:01:50+00:00,1.99,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 12:18:49+00:00,9.05,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 12:35:47+00:00,1.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 12:52:49+00:00,0.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 13:09:52+00:00,0.59,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 13:26:54+00:00,2.49,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 13:43:56+00:00,3.15,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 14:00:55+00:00,5.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 14:17:54+00:00,8.74,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 14:34:56+00:00,2.18,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 14:51:55+00:00,3.75,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 15:08:54+00:00,4.16,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 15:25:54+00:00,0.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 15:46:53+00:00,0.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 17:11:49+00:00,6.0,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 17:28:51+00:00,8.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 17:45:51+00:00,16.67,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 18:02:53+00:00,8.69,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 18:19:52+00:00,18.99,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 18:36:52+00:00,22.5,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 18:53:55+00:00,21.64,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 19:10:54+00:00,28.18,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 19:27:53+00:00,31.41,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 19:44:52+00:00,29.61,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-27 20:01:52+00:00,28.16,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 03:06:57+00:00,10.54,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 03:23:56+00:00,7.51,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 03:40:55+00:00,12.28,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 03:57:53+00:00,8.43,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 04:14:55+00:00,8.51,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 04:31:54+00:00,9.92,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 04:48:55+00:00,11.02,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 07:04:53+00:00,8.06,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 07:21:51+00:00,7.85,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 07:38:50+00:00,11.87,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 07:55:48+00:00,9.72,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 10:12:00+00:00,15.33,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 10:28:59+00:00,20.45,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 10:45:58+00:00,26.88,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 12:10:57+00:00,27.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 12:27:56+00:00,29.47,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 12:44:55+00:00,27.39,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 13:01:54+00:00,28.51,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 14:09:57+00:00,23.44,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 14:26:56+00:00,24.27,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 14:43:55+00:00,26.05,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 15:00:57+00:00,27.64,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 15:17:57+00:00,21.09,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 15:34:56+00:00,21.11,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 15:51:55+00:00,19.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 16:59:54+00:00,23.85,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 17:16:53+00:00,32.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 17:33:52+00:00,33.17,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 17:50:54+00:00,29.79,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 18:07:53+00:00,20.86,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 18:24:56+00:00,24.98,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 18:41:55+00:00,23.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 18:58:54+00:00,20.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 19:15:53+00:00,21.78,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 19:32:52+00:00,25.75,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 19:49:51+00:00,25.77,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 20:57:51+00:00,25.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 21:14:50+00:00,23.74,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 21:31:49+00:00,23.32,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-28 21:48:48+00:00,22.11,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 09:59:37+00:00,17.53,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 10:16:42+00:00,20.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 10:33:41+00:00,23.49,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 10:50:40+00:00,28.23,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 11:07:39+00:00,17.45,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 11:24:38+00:00,12.42,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 11:41:36+00:00,12.55,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-29 11:58:40+00:00,14.51,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 01:00:41+00:00,29.96,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 01:17:40+00:00,29.71,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 01:34:42+00:00,25.35,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 01:51:40+00:00,28.68,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 02:08:39+00:00,20.76,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 02:25:38+00:00,19.99,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 02:42:40+00:00,21.94,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 02:59:50+00:00,21.84,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 03:16:49+00:00,21.82,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 03:33:47+00:00,26.57,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 03:50:49+00:00,21.8,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 08:05:38+00:00,17.91,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 08:22:38+00:00,18.91,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 08:39:40+00:00,30.05,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 08:56:42+00:00,23.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 10:04:44+00:00,87.25,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 10:21:43+00:00,37.22,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 10:38:42+00:00,25.83,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 10:55:41+00:00,29.72,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 12:03:38+00:00,46.75,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 12:20:40+00:00,2.63,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 12:37:42+00:00,4.03,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 12:54:41+00:00,1.4,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 16:01:42+00:00,10.18,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 16:18:41+00:00,9.3,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 16:35:40+00:00,11.24,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 16:52:39+00:00,18.59,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 18:00:39+00:00,14.71,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 18:17:38+00:00,10.6,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 18:34:37+00:00,10.37,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 18:51:37+00:00,19.57,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 19:08:36+00:00,15.62,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 19:25:35+00:00,15.68,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 19:42:37+00:00,19.72,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 19:59:39+00:00,12.92,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 20:16:41+00:00,16.56,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 20:33:40+00:00,19.06,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 20:50:39+00:00,20.23,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 21:07:42+00:00,31.91,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 21:24:41+00:00,15.49,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 21:41:39+00:00,21.88,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 21:58:38+00:00,20.12,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 22:15:37+00:00,30.31,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 22:32:37+00:00,26.46,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 22:49:36+00:00,29.85,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 23:06:38+00:00,25.63,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 23:23:36+00:00,20.76,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 23:40:35+00:00,7.38,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-06-30 23:57:34+00:00,16.47,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 01:56:35+00:00,27.21,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 02:13:35+00:00,28.56,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 02:30:34+00:00,27.8,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 02:47:32+00:00,26.29,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 08:10:46+00:00,6.15,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 08:27:45+00:00,4.64,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 08:44:43+00:00,6.99,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
3S Center Bagbaguin,14.71405,2025-07-01 09:01:42+00:00,23.93,121.00088,Valenzuela,NCR,"14,001,751",619.54,"21,765"
